literature_id,reaction_id,reaction_equation,reaction_type_reversible,notes
PMID32768460,reaction_2,2-Ketoglutarate + NADPH + NH4+ <=> L-Glutamate + NADP+ + H2O,Yes,This isoenzyme is a homo-hexamer with a native molecular weight of 298 kDa and a subunit molecular weight of 49 kDa. It is regulated by Calmodulin (CaM) dependent-protein kinases mediated phosphorylation-dephosphorylation. The enzyme prefers the oxidative deamination of L-glutamate and exhibits sigmoidal saturation kinetics with 2-ketoglutarate. The average yield of purified protein was 6.20 mg/L.
PMID32768525,reaction_1,UDP-glucose + 2 NAD+ + H2O -> UDP-glucuronate + 2 NADH + 2 H+,Not specified,The study confirmed that Ugdh is the sole enzyme catalyzing UDP-glucuronate production in these cells. The knockout resulted in impaired cell migration and a significant decrease in in vivo metastatic ability.
PMID32768525,reaction_2,UDP-glucuronate -> UDP-xylose + CO2,Not specified,"Uxs1 knockout did not significantly affect tumor growth or lung metastasis, suggesting that the phenotype observed in Ugdh-KO cells is due to the depletion of UDP-glucuronate itself, rather than its downstream product UDP-xylose."
PMID32770005,reaction_1,acetyl-CoA + ADP + Pi -> acetate + ATP + CoA,Not specified,The purified enzyme consists of an alpha subunit (55 kDa) and a beta subunit (25 kDa).
PMID32770005,reaction_2,acetyl-CoA + AMP + PPi -> acetate + ATP + CoA,Yes,"The enzyme showed a preference for this acetate production direction over the canonical acetate consumption direction, based on a lower Km for acetyl-CoA. Purified enzyme has a molecular mass of 70 kDa."
PMID32770005,reaction_3,acetate + ATP + CoA -> acetyl-CoA + AMP + PPi,Yes,"This is the canonical direction for Acs, but the enzyme from ANME-2a showed lower affinity for acetate (Km=0.49 mM) compared to its affinity for acetyl-CoA (Km=8.5 µM) in the reverse reaction."
PMID32770699,reaction_1,"Sedoheptulose 7-phosphate + PPi -> Sedoheptulose 1,7-bisphosphate + Pi",Not specified,"This enzyme is a key component of the Sedoheptulose-1,7-bisphosphate pathway (SBPP), replacing the transaldolase reaction. Activity was also detected in cytoplasmic extracts of P. copri."
PMID32770699,reaction_2,"Sedoheptulose 7-phosphate + ATP -> Sedoheptulose 1,7-bisphosphate + ADP",Not specified,"The enzyme was found to be not able to phosphorylate S7P efficiently under the applied assay conditions, showing approximately 370-fold lower specific activity than the PPi-PFK."
PMID32770699,reaction_3,"Sedoheptulose 1,7-bisphosphate <=> Dihydroxyacetone phosphate + Erythrose 4-phosphate",Yes,"This enzyme is a key component of the Sedoheptulose-1,7-bisphosphate pathway (SBPP). Activity was confirmed photometrically and by HPLC detection of downstream products. Activity in cytoplasmic extracts of xylose-grown P. copri was measured at 80 ± 30 nmol min-1 mg-1."
PMID32770699,reaction_4,Xylulose 5-phosphate + Ribose 5-phosphate <=> Glyceraldehyde 3-phosphate + Sedoheptulose 7-phosphate,Yes,Activity was confirmed as part of a reconstructed pathway starting from R5P. Formation of products was confirmed photometrically and by HPLC.
PMID32770699,reaction_5,Xylulose 5-phosphate + Erythrose 4-phosphate <=> Fructose 6-phosphate + Glyceraldehyde 3-phosphate,Yes,Activity was confirmed as part of the full reconstructed SBPP pathway. The formation of F6P was detected photometrically and by HPLC.
PMID32770699,reaction_6,Sedoheptulose 7-phosphate + Glyceraldehyde 3-phosphate <=> Erythrose 4-phosphate + Fructose 6-phosphate,Yes,"The enzyme was tested for F6P aldolase activity but showed none. This demonstrates that B. vulgatus possesses a normal pentose phosphate pathway, unlike P. copri."
PMID32770699,reaction_7,Ribose 5-phosphate <=> Ribulose 5-phosphate,Yes,Activity was confirmed as part of a cascade starting from R5P. The formation of downstream products was confirmed photometrically and by HPLC.
PMID32770699,reaction_8,Ribulose 5-phosphate <=> Xylulose 5-phosphate,Yes,Activity was confirmed as part of a cascade starting from R5P. The formation of downstream products was confirmed photometrically and by HPLC.
PMID32771627,reaction_1,"Glucose -> (R,R)-2,3-Butanediol + side products (Lactate, Ethanol, Acetate, Formate, CO2)",No,"This entry represents the overall bioconversion of glucose to 2,3-butanediol in batch fermentations. The study is a comparative analysis of various knockout and overexpression mutants. The wild-type yield (Yps) was 0.42 ± 0.01 g of 2,3-BDL per g of glucose."
PMID32771627,reaction_2,"Glucose -> (R,R)-2,3-Butanediol + side products (Ethanol, Acetate, Acetoin, Lactate)",No,"This entry describes a continuous fermentation experiment to compare the wild-type and Δldh1 mutant under steady-state conditions with a dilution rate of 0.042 h-1. Wild-type volumetric rates (g L-1 h-1): rGluc = -1.87 ± 0.03, rBDL = 0.60 ± 0.03. Δldh1 volumetric rates (g L-1 h-1): rGluc = -1.99 ± 0.08, rBDL = 0.90 ± 0.03."
PMID32775880,reaction_1,AAT (internal aldimine) + 2-methyl-aspartic acid -> AAT (external aldimine) + H2O,No,The reaction was performed to trap the enzyme in the external aldimine state using the competitive inhibitor 2-methyl-aspartic acid. The study did not characterize the reaction kinetics but instead used Inelastic Neutron Scattering (INS) to compare the vibrational dynamics of the reactant state (internal aldimine) and the product state (external aldimine).
PMID32776205,reaction_1,α-ketoisovalerate + Glutamate <=> Valine + α-ketoglutarate,Yes,Enzyme activity was not measured directly but inferred from intracellular valine concentrations in engineered yeast strains. The study aimed to understand the physiological effect of the A234D mutation found in a beer yeast strain.
PMID32776205,reaction_2,α-ketoisocaproate + Glutamate <=> Leucine + α-ketoglutarate,Yes,Enzyme activity was not measured directly but inferred from intracellular leucine concentrations in engineered yeast strains. The effect of the mutation on leucine levels was only significant in the stationary phase.
PMID32776205,reaction_3,α-keto-β-methylvalerate + Glutamate <=> Isoleucine + α-ketoglutarate,Yes,"The results suggest that Bat1 does not significantly contribute to the net production of Isoleucine under the tested conditions, which is consistent with literature reports of Bat1 having a lower preference for α-keto-β-methylvalerate as a substrate."
PMID32776704,reaction_1,"(R,S)-S-Adenosyl-L-methionine + H2O -> Adenosine + S-Methyl-L-homocysteine",Not specified,"The product S-Methyl-L-homocysteine is inferred based on the reaction being an adenosine-forming hydrolysis, as it was not explicitly identified in the text. The kinetic parameters were determined using isolated (R,S)-SAM."
PMID32776704,reaction_2,"(S,S)-S-Adenosyl-L-methionine + H2O -> Adenosine + S-Methyl-L-homocysteine",Not specified,"Virtually no activity was observed toward (S,S)-SAM. The authors hypothesize that the trace amount of product formed (0.5% conversion) is due to the spontaneous racemization of (S,S)-SAM to (R,S)-SAM under the assay conditions, which is then consumed by the enzyme."
PMID32777304,reaction_1,d-NADH + H+ + Ubiquinone + 4 H+[cytoplasm] -> d-NAD+ + Ubiquinol + 4 H+[periplasm],Not specified,"d-NADH was used as a complex I-specific substrate. The activity reflects electron transfer through complex I to the rest of the respiratory chain, culminating in oxygen reduction. The parental strain for all mutants is BW25113."
PMID32777304,reaction_2,d-NADH + 2 Ferricyanide -> d-NAD+ + 2 Ferrocyanide + H+,Not specified,This activity is mediated by the flavin cofactor and is used to estimate the amount of complex I in the membranes. The parental strain for all mutants is BW25113.
PMID32777304,reaction_3,Succinate + Ubiquinone -> Fumarate + Ubiquinol,Not specified,"This activity was used as a control to determine the specificity of the lack of ErpA, as complex II also contains Fe/S clusters. The parental strain for all mutants is BW25113."
PMID32786824,reaction_1,gentisate + O2 -> maleylpyruvate,Not specified,"Native GtdA is a dimer with an apparent molecular weight of 70.0 kDa. The enzyme is unstable and requires GSH, Fe(II), and glycerol for stability. GtdA is considered a general GDO for catabolism of natural aromatic compounds, but not the primary enzyme for 3-chlorogentisate cleavage in the dicamba pathway."
PMID32786824,reaction_2,3-chlorogentisate + O2 -> 3-chloromaleylpyruvate,Not specified,"Native GtdA is a dimer with an apparent molecular weight of 70.0 kDa. The enzyme is unstable and requires GSH, Fe(II), and glycerol for stability. Although active, GtdA has much lower catalytic efficiency for 3-chlorogentisate compared to DsmD."
PMID32786824,reaction_3,gentisate + O2 -> maleylpyruvate,Not specified,"Native DsmD is a dimer with an apparent molecular weight of 66.4 kDa. The enzyme is unstable and requires GSH, Fe(II), and glycerol for stability. Activity is strongly enhanced by Fe2+ (2.2-fold) and Fe3+ (2.0-fold). DsmD has lower catalytic efficiency for gentisate compared to GtdA."
PMID32786824,reaction_4,3-chlorogentisate + O2 -> 3-chloromaleylpyruvate,Not specified,"Native DsmD is a dimer with an apparent molecular weight of 66.4 kDa. The enzyme is unstable and requires GSH, Fe(II), and glycerol for stability. DsmD is specifically responsible for the cleavage of 3-chlorogentisate in the dicamba degradation pathway, with a kcat/Km 28.7 times higher than that of GtdA for this substrate. Activity is strongly enhanced by Fe2+ (2.2-fold) and Fe3+ (2.0-fold)."
PMID32786835,reaction_1,Progesterone + Acceptor -> 1-Dehydroprogesterone + Reduced acceptor,Not specified,"The enzyme showed strong tolerance to organic solvents like methanol, ethanol, acetone, isopropyl alcohol, and DMSO, with activity being enhanced at concentrations up to 25% (v/v)."
PMID32786835,reaction_2,"4-androstene-3,17-dione + Acceptor -> 1,4-androstadiene-3,17-dione + Reduced acceptor",Not specified,Overexpression of KsdD3 in A. simplex resulted in one of the largest contributions to Δ1-dehydrogenation of AD among the five homologues in resting cell bioconversions.
PMID32786835,reaction_3,Canrenone + Acceptor -> 1-Dehydrocanrenone + Reduced acceptor,Not specified,
PMID32786835,reaction_4,"4-Cholesten-3-one + Acceptor -> 1,4-Cholestadien-3-one + Reduced acceptor",Not specified,KsdD3 was one of the few KsdDs reported to act on this substrate with a bulky side chain.
PMID32786835,reaction_5,Cortisone acetate + Acceptor -> Prednisone acetate + Reduced acceptor,Not specified,KsdD5 displayed a top affinity (lowest Km) to Cortisone acetate among tested substrates.
PMID32786835,reaction_6,Reichstein substance S 21-acetate + Acceptor -> 1-Dehydro-Reichstein substance S 21-acetate + Reduced acceptor,Not specified,The highest catalytic efficiency (kcat/Km) for KsdD5 was observed with this substrate.
PMID32786835,reaction_7,"4-androstene-3,17-dione + Acceptor -> 1,4-androstadiene-3,17-dione + Reduced acceptor",Not specified,
PMID32786835,reaction_8,Progesterone + Acceptor -> 1-Dehydroprogesterone + Reduced acceptor,Not specified,
PMID32786835,reaction_9,Canrenone + Acceptor -> 1-Dehydrocanrenone + Reduced acceptor,Not specified,
PMID32786835,reaction_10,"4-androstene-3,17-dione + Acceptor -> 1,4-androstadiene-3,17-dione + Reduced acceptor",Not specified,Activity confirmed qualitatively by bioconversion assay. Performed poorly in terms of soluble expression and specific activity in cell-free extracts.
PMID32786835,reaction_11,Testosterone + Acceptor -> 1-Dehydrotestosterone + Reduced acceptor,Not specified,Activity confirmed qualitatively by bioconversion assay.
PMID32786835,reaction_12,Progesterone + Acceptor -> 1-Dehydroprogesterone + Reduced acceptor,Not specified,"Activity confirmed qualitatively by bioconversion assay. KsdD2 displayed the narrowest substrate range, only acting on AD and Progesterone."
PMID32786835,reaction_13,"9α-hydroxy-4-androstene-3,17-dione + Acceptor -> 9α-hydroxy-1,4-androstadiene-3,17-dione + Reduced acceptor",Not specified,Activity confirmed qualitatively by bioconversion assay. KsdD4 showed an extensive substrate profile and displayed high specific activity in cell-free extracts.
PMID32787249,reaction_1,Hydrogen sulfide + Coenzyme Q1 + Sulfite → Reduced Coenzyme Q1 + Thiosulfate,Not specified,Activity was estimated by the rate of CoQ1 reduction using 800 μM sulfite as the sulfur acceptor. The specific activity of cyanide pre-treated enzyme was similar (369 ± 30 μmol min⁻¹ mg⁻¹) after reactivation in the assay mixture.
PMID32787249,reaction_2,SQOR(trisulfide) + Cyanide ⇌ [SQOR-Cyanide CT complex],Yes,"Formation of a reversible, intense charge transfer complex with an absorbance maximum at 695 nm."
PMID32787249,reaction_3,[SQOR-Cyanide CT complex] + Cyanide → Inactive SQOR + Thiocyanate,No,"Slow decay of the CT complex in the presence of excess cyanide (5-10 mM KCN), leading to loss of the bridging sulfane sulfur and enzyme inactivation. The inactive form has a Tagg of 36.5 ± 0.5 °C, compared to 66 ± 1 °C for the native enzyme."
PMID32787249,reaction_4,Inactive SQOR + Sulfide → SQOR(trisulfide),Not specified,"The rate of sulfide-induced CT complex formation is ~12-fold slower with cyanide pre-treated SQOR (1.6 s⁻¹) compared to native SQOR (19.4 s⁻¹), indicating that trisulfide rebuilding is rate-limiting. Regeneration restores thermal stability (Tagg of 65.5 ± 0.5 °C)."
PMID32787249,reaction_5,"SQOR(FAD, trisulfide) + DTT(reduced) → SQOR(FADH2, trisulfide) + DTT(oxidized)",Not specified,Reaction proceeds without accumulation of a CT complex. The trisulfide remains intact. Cyanide pre-treated SQOR does not undergo FAD reduction by DTT.
PMID32787249,reaction_6,"SQOR(FAD, trisulfide) + Dihydrolipoic acid → SQOR(FADH2, trisulfide) + Lipoic acid",Not specified,Qualitative observation of FAD reduction. The reaction requires an intact trisulfide cofactor.
PMID32787249,reaction_7,SQOR(trisulfide) + β-mercaptoethanol → [SQOR-β-mercaptoethanol CT complex],Not specified,"Forms a stable CT complex but does not lead to FAD reduction, unlike dithiols."
PMID32789939,reaction_1,"(1R,2R)-trans-2-aminocyclopentanol + O2 -> 2-hydroxycyclopentan-1-one + NH3 + H2O2",No,
PMID32789939,reaction_2,"(1S,2S)-trans-2-aminocyclopentanol + O2 -> 2-hydroxycyclopentan-1-one + NH3 + H2O2",No,
PMID32789939,reaction_3,"(1R,2R)-trans-2-aminocyclohexanol + O2 -> 2-hydroxycyclohexan-1-one + NH3 + H2O2",No,
PMID32789939,reaction_4,"(1S,2S)-trans-2-aminocyclohexanol + O2 -> 2-hydroxycyclohexan-1-one + NH3 + H2O2",No,
PMID32789939,reaction_5,"(1R,2S)-cis-2-amino-1-indanol + O2 -> 1-hydroxy-2-indanone + NH3 + H2O2",No,
PMID32789939,reaction_6,"(1S,2R)-cis-2-amino-1-indanol + O2 -> 1-hydroxy-2-indanone + NH3 + H2O2",No,
