literature_id,reaction_id,assay_type,assay_details,solvent_buffer,ph,ph_details,temperature_celsius,expression_host,expression_vector,expression_induction
PMID32949280,reaction_3,in vitro,Kinetic constants determination,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
PMID32949280,reaction_4,in vitro,Kinetic constants determination,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
PMID32949280,reaction_5,in vitro,Kinetic constants determination,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
PMID32949280,reaction_6,in vitro,Kinetic constants determination,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
PMID32949280,reaction_7,in vitro,Kinetic constants determination and routine activity assay,100 mM sodium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,pPICZA,Methanol induction at 25°C for 9 days in fed-batch cultivation
PMID32949280,reaction_8,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_9,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_10,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_11,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_12,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_13,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_14,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_15,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_16,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_17,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_18,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32949280,reaction_19,in vitro,Substrate screening via coupled ABTS-HRP assay,100 mM potassium phosphate buffer,6.0,,25.0,Pichia pastoris X-33,,
PMID32951821,reaction_1,in vitro,Deracemization reaction with purified enzyme and chemical reductant.,100mM potassium phosphate buffer (KPB),8.0,,30.0,,,
PMID32951821,reaction_2,in vitro,Deracemization reaction with purified enzyme and chemical reductant.,100mM glycine-NaOH buffer,9.0,,30.0,,,
PMID32951821,reaction_3,in vitro,Two-enzyme cascade reaction.,"Substitute solution containing 150mM KCN, pH adjusted with HCl",9.0,,30.0,,,
PMID32951821,reaction_4,in vitro,Two-enzyme cascade reaction.,"Not specified, assumed similar to reaction 3",9.0,Assumed from other experiments,30.0,,,
PMID32951821,reaction_5,in vitro,"Two-enzyme cascade reaction, including preparative scale.","Not specified, assumed similar to reaction 3",9.0,Assumed from other experiments,30.0,,,
PMID32958563,reaction_1_FAB2,in vivo,"Analysis of fatty acid composition in seeds and leaves of various T-DNA insertion mutants (single, double, triple, quadruple). Complementation of fab2 mutant.",N/A (in vivo study),,,21.0,Arabidopsis thaliana,,
PMID32958563,reaction_2_AAD1,in vivo,Complementation of fab2 mutant by expressing AAD1 cDNA under the FAB2 promoter.,N/A (in vivo study),,,21.0,Arabidopsis thaliana fab2 mutant,pProFAB2-R1R2-Hygro (derived from pMDC32),Expression from FAB2 promoter (ProFAB21kb)
PMID32958563,reaction_3_AAD5,in vivo,Complementation of fab2 mutant by expressing AAD5 cDNA under the FAB2 promoter.,N/A (in vivo study),,,21.0,Arabidopsis thaliana fab2 mutant,pProFAB2-R1R2-Hygro (derived from pMDC32),Expression from FAB2 promoter (ProFAB21kb)
PMID32958563,reaction_4_AAD6,in vivo,Complementation of fab2 mutant by expressing AAD6 cDNA under the FAB2 promoter.,N/A (in vivo study),,,21.0,Arabidopsis thaliana fab2 mutant,pProFAB2-R1R2-Hygro (derived from pMDC32),Expression from FAB2 promoter (ProFAB21kb)
PMID32961871,reaction_1,in vivo,Enzyme activity was manipulated in mouse pancreatic islets (knockout) and rat INS-1E cells (knockdown/inhibition) to study downstream effects. Activity was confirmed by measuring desaturation ratios of palmitate (16:0).,RPMI medium with supplements for cell culture.,,"Standard cell culture conditions, typically pH ~7.4",37.0,Endogenous expression in Mus musculus pancreatic islets and Rattus norvegicus INS-1E cells.,,
PMID32961871,reaction_2,in vivo,Enzyme activity was manipulated in mouse pancreatic islets (knockout) and rat INS-1E cells (knockdown/inhibition) to study downstream effects. Activity was confirmed by measuring desaturation ratios of stearate (18:0).,RPMI medium with supplements for cell culture.,,"Standard cell culture conditions, typically pH ~7.4",37.0,Endogenous expression in Mus musculus pancreatic islets and Rattus norvegicus INS-1E cells.,,
PMID32961871,reaction_3,in vivo,Quantification of global acetyl histone H4K16 levels in INS-1E cell lysates using a colorimetric kit (EpiQuik Global Acetyl Histone H4K16 Quantification Kit).,"TEB buffer (PBS containing 0.5% Triton X-100, 2 mM PMSF, and 0.02% NaN3)",,"Buffer based on PBS, typically pH 7.4",37.0,Rattus norvegicus INS-1E cells,,
PMID32961871,reaction_4,in vitro,Co-immunoprecipitation from INS-1E cell lysates followed by Western blot with an anti-acetylated lysine antibody to detect changes in DNMT1 acetylation state.,"Precipitation lysis buffer (20 mM Tris, 75 mM NaCl, 15 mM MgCl2, 1 mM EDTA, 0.5% Nonidet P-40, 10% glycerol, protease inhibitors)",8.0,,4.0,Rattus norvegicus INS-1E cells,,
PMID32961948,reaction_1,in vitro,Co-immobilized enzymes in a semi-continuous flow reactor. Also tested with free enzymes.,0.1 M potassium phosphate buffer,6.5,,37.0,Escherichia coli BL21(DE3),pET28b,0.1 mM IPTG
PMID32961948,reaction_2,in vitro,Co-immobilized enzymes in a semi-continuous flow reactor. Also tested with free enzymes.,0.1 M potassium phosphate buffer,6.5,,37.0,Escherichia coli BL21(DE3),pET28b,0.1 mM IPTG
PMID32961948,reaction_3,in vitro,Co-immobilized enzymes in a semi-continuous flow reactor. Also tested with free enzymes.,0.1 M potassium phosphate buffer,6.5,,37.0,Escherichia coli BL21(DE3),pET28b,0.1 mM IPTG
PMID32962020,reaction_1,in vitro,Assay with purified recombinant enzyme,50 mM Na phosphate buffer,7.5,Standard assay pH for kinetic measurements. Optimal pH is 7.2.,25.0,Escherichia coli BL21-AI (DE3),pDEST17,"0.2% (v/v) L-(+)-arabinose, 25 °C, 15 h"
PMID32962020,reaction_2,in vitro,Assay with purified recombinant enzyme,50 mM Na phosphate buffer,7.5,Standard assay pH for kinetic measurements. Optimal pH is 7.2.,25.0,Escherichia coli BL21-AI (DE3),pDEST17,"0.2% (v/v) L-(+)-arabinose, 25 °C, 15 h"
PMID32962020,reaction_3,in vitro,Assay with purified recombinant enzyme,50 mM Na phosphate buffer,7.5,Standard assay pH for kinetic measurements. Optimal pH is 7.2.,25.0,Escherichia coli BL21-AI (DE3),pDEST17,"0.2% (v/v) L-(+)-arabinose, 25 °C, 15 h"
PMID32963009,reaction_1,in vitro,Colorimetric assay monitoring NADH formation using a commercial kit (Amplite colorimetric D-lactate dehydrogenase assay kit).,Manufacturer's supplied assay buffer.,,Not specified in the text.,37.0,Escherichia coli BL21(DE3),pProEX-HTb,"0.6 mM IPTG, 16°C, 20h"
PMID32963009,reaction_2,in vitro,Colorimetric assay monitoring NADH formation using a commercial kit (Amplite colorimetric L-lactate dehydrogenase assay kit).,Manufacturer's supplied assay buffer.,,Not specified in the text.,37.0,Escherichia coli BL21(DE3),pProEX-HTb,"0.6 mM IPTG, 16°C, 20h"
PMID32966327,reaction_1,in vitro,Steady-state kinetic assay,50 mM 2-(N-cyclohexylamino) ethanesulfonic acid (CHES),9.0,,25.0,E. coli BL21(DE3),pET-28a,"0.2 mM isopropyl-β-D-thiogalactopyranoside (IPTG), 25°C, 24 h"
PMID32966327,reaction_2,in vitro,Steady-state kinetic assay,50 mM 2-(N-cyclohexylamino) ethanesulfonic acid (CHES),9.0,,25.0,E. coli BL21(DE3),pET-28a,"0.2 mM isopropyl-β-D-thiogalactopyranoside (IPTG), 25°C, 24 h"
PMID32967812,reaction_1,in vitro,Enzyme activity assay with purified protein,100 mM potassium phosphate buffer,7.0,Standard assay pH for kinetic measurements,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Culture in SC-U medium with 2% (w/v) galactose and 1% (w/v) raffinose at 30°C for 48 h.
PMID32967812,reaction_2,in vitro,Enzyme activity assay with purified protein,100 mM potassium phosphate buffer,7.0,Standard assay pH for kinetic measurements,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Culture in SC-U medium with 2% (w/v) galactose and 1% (w/v) raffinose at 30°C for 48 h.
PMID32967812,reaction_3,in vitro,Enzyme activity assay with purified protein,100 mM potassium phosphate buffer,7.0,Standard assay pH for kinetic measurements,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Culture in SC-U medium with 2% (w/v) galactose and 1% (w/v) raffinose at 30°C for 48 h.
PMID32967812,reaction_4,in vitro,Enzyme activity assay with purified protein,100 mM potassium phosphate buffer,7.0,Standard assay pH for kinetic measurements,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Culture in SC-U medium with 2% (w/v) galactose and 1% (w/v) raffinose at 30°C for 48 h.
PMID32967812,reaction_5,in vitro,Enzyme activity assay with purified protein,100 mM potassium phosphate buffer,7.0,Standard assay pH for kinetic measurements,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Culture in SC-U medium with 2% (w/v) galactose and 1% (w/v) raffinose at 30°C for 48 h.
PMID32967812,reaction_6,in vitro,Enzyme activity assay with purified protein,100 mM potassium phosphate buffer,7.0,Standard assay pH for kinetic measurements,30.0,Saccharomyces cerevisiae INVSc1,pYES2/NT B,Culture in SC-U medium with 2% (w/v) galactose and 1% (w/v) raffinose at 30°C for 48 h.
PMID32971035,reaction_1,in vitro,Spectrophotometric enzyme assay,50 mM sodium citrate,4.0,Optimum pH for Malachite green oxidation,25.0,E. coli BL21 (DE3),pET28c,"0.5 mM IPTG, 15 μM hemin chloride, 20 °C for 16 h"
PMID32971035,reaction_2,in vitro,Spectrophotometric enzyme assay,50 mM sodium citrate,4.0,Optimum pH for Methyl violet oxidation,25.0,E. coli BL21 (DE3),pET28c,"0.5 mM IPTG, 15 μM hemin chloride, 20 °C for 16 h"
PMID32971035,reaction_3,in vitro,Spectrophotometric enzyme assay,50 mM sodium citrate,3.0,Optimum pH for Reactive black 5 oxidation,25.0,E. coli BL21 (DE3),pET28c,"0.5 mM IPTG, 15 μM hemin chloride, 20 °C for 16 h"
PMID32971171,reaction_1,in vitro,Spectrophotometric assay using a kit with a xanthine-xanthine oxidase system to generate the superoxide substrate. Activity was defined as the amount of SOD that inhibited 50% of nitrite production at 550 nm.,50 mM Tris-HCl buffer (pH 7.5) for general characterization. Kinetics were measured at pH 8.2.,8.2,Kinetic parameters were determined at pH 8.2. The optimal pH for activity was found to be 7.4.,37.0,Escherichia coli pG-KJE8/BL21,pCold II,1 mM IPTG at 15°C for 24h
PMID32972135,reaction_1,in vitro,Single QD-based FRET nanosensor assay used for inhibitor screening and IC50 determination.,"50 mM HEPES, 100 μM 2-OG, 100 μM L-ascorbic acid, 150 μM (NH4)2Fe(SO4)2",7.5,,30.0,,,
PMID32972135,reaction_2,in vitro,PAGE-based assay for qualitative inhibitor screening.,"50 mM HEPES, 100 μM 2-OG, 100 μM L-ascorbic acid, 150 μM (NH4)2Fe(SO4)2",7.5,,30.0,,,
PMID32972135,reaction_3,in vitro,Single QD-based FRET nanosensor assay used for inhibitor selectivity testing.,"50 mM HEPES, 100 μM 2-OG, 100 μM L-ascorbic acid, 150 μM (NH4)2Fe(SO4)2",7.5,,30.0,,,
PMID32972135,reaction_4,in vitro,PAGE-based assay for qualitative inhibitor selectivity testing.,"50 mM HEPES, 100 μM 2-OG, 100 μM L-ascorbic acid, 150 μM (NH4)2Fe(SO4)2",7.5,,30.0,,,
PMID32972135,reaction_5,in vitro,Single QD-based FRET nanosensor assay using HeLa cell nuclear extracts as the enzyme source.,"Not specified, assay performed in HeLa cell nuclear extracts.",,,,,,
PMID32974079,reaction_1,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_2,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,25.0,,,
PMID32974079,reaction_3,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_4,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_5,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_6,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_7,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_8,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_9,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,25.0,,,
PMID32974079,reaction_10,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_11,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974079,reaction_12,in vitro,Biotransformation with cell-free extract,"50 mM HEPES buffer, pH 6.5, 150 mM KCl, 20 μM ZnCl2",6.5,,35.0,,,
PMID32974743,reaction_1,in vitro,Enzyme-coupled assay measuring hydrogen peroxide production using peroxidase and o-phenylendiamine.,20-mM Tris-HCl buffer (pH 7.0),7.0,,37.0,Pichia pastoris (GS115),pPIC3.5,Induced with 0.5% methanol.
PMID32978278,reaction_1,in vitro,HJ resolving activity assay,"50 mM Tris-HCl, 1 mM DTT, 10 mM MgCl2",8.0,,,Escherichia coli Rosetta (DE3),pBASSY,"0.2% arabinose, 16°C, 24 h"
PMID32978278,reaction_2,in vitro,HJ resolving activity assay (used as positive control),"50 mM Tris-HCl, 1 mM DTT, 10 mM MgCl2",8.0,,,Escherichia coli Rosetta (DE3),pBASSY,"0.2% arabinose, 16°C, 24 h"
PMID32980349,reaction_1,in vitro,Steady-state kinetic assay measuring corticosterone production from 11-deoxycorticosterone.,Assumed 100 mM potassium phosphate buffer (pH 7.4) based on other assays in the paper. Also contains 50 μM L-α-dilauroyl-sn-glycero-3-phosphocholine.,7.4,Assumed based on other assays in the paper.,37.0,Escherichia coli,,
PMID32980349,reaction_2,in vitro,Steady-state kinetic assay measuring corticosterone production from 11-deoxycorticosterone.,Assumed 100 mM potassium phosphate buffer (pH 7.4) based on other assays in the paper. Also contains 50 μM L-α-dilauroyl-sn-glycero-3-phosphocholine.,7.4,Assumed based on other assays in the paper.,37.0,Escherichia coli,,
PMID32980349,reaction_3,in vitro,Steady-state kinetic assay measuring 25-hydroxyvitamin D3 production from vitamin D3.,Assumed 100 mM potassium phosphate buffer (pH 7.4) based on other assays in the paper.,7.4,Assumed based on other assays in the paper.,37.0,Escherichia coli DH5α,pCWori+,"1 mM IPTG, 1 mM δ-aminolevulinic acid, 6 mM arabinose, 28°C, 48h"
PMID32980349,reaction_4,in vitro,Steady-state kinetic assay measuring 25-hydroxyvitamin D3 production from vitamin D3.,Assumed 100 mM potassium phosphate buffer (pH 7.4) based on other assays in the paper.,7.4,Assumed based on other assays in the paper.,37.0,Escherichia coli DH5α,pCWori+,"1 mM IPTG, 1 mM δ-aminolevulinic acid, 6 mM arabinose, 28°C, 48h"
PMID32980349,reaction_5,in vitro,"Steady-state kinetic assay measuring 3,4-dehydroretinol production from all-trans-retinol.",Assumed 100 mM potassium phosphate buffer (pH 7.4) based on other assays in the paper. Also contains 16 μM L-α-dilauroyl-sn-glycero-3-phosphocholine.,7.4,Assumed based on other assays in the paper.,37.0,Escherichia coli,,
PMID32980349,reaction_6,in vitro,"Steady-state kinetic assay measuring 3,4-dehydroretinol production from all-trans-retinol.",Assumed 100 mM potassium phosphate buffer (pH 7.4) based on other assays in the paper. Also contains 16 μM L-α-dilauroyl-sn-glycero-3-phosphocholine.,7.4,Assumed based on other assays in the paper.,37.0,Escherichia coli,,
PMID32980349,reaction_7,in vitro,Cytochrome c reduction assay. The reduction of Adx by AdR is the rate-limiting step.,100 mM potassium phosphate buffer (pH 7.4),7.4,,,Escherichia coli,,
PMID32980349,reaction_8,in vitro,Cytochrome c reduction assay. The reduction of Adx by AdR is the rate-limiting step.,100 mM potassium phosphate buffer (pH 7.4),7.4,,,Escherichia coli,,
PMID32980741,reaction_1,in vitro,Enzyme inhibition assay measuring ATP consumption using Kinase-Glo® Reagent.,"30 mM HEPES, 150 mM NaCl, 30 mM KCl, 40 mM MgCl2, 1 mM dithiothreitol, 0.1% BSA",7.5,,25.0,,,
PMID32989128,reaction_1,in vitro,In vitro epimerization assay with purified human GALE expressed in insect cells.,Not specified,,,,,,
PMID32989128,reaction_2,in vitro,In vitro epimerization assay with purified human GALE.,Not specified,,,,,,
PMID32989128,reaction_3,in vitro,In vitro epimerization assay with purified human GALE.,Not specified,,,,,,
PMID32989128,reaction_4,in vitro,In vitro epimerization assay with purified human GALE.,Not specified,,,,,,
PMID32989128,reaction_5,in vivo,Biosynthesis in HEK293T cells transiently transfected with mut-AGX1 and fed with a caged precursor (compound 11).,Cell culture medium,,Cellular pH,37.0,HEK293T cells,,
PMID32989128,reaction_6,in vitro,Glycosylation of peptide substrates and membrane protein preparations.,Not specified,,,,,,
